text_a	bd_label	entity_label
目 前 ， 儿 童 的 疾 病 谱 正 在 发 生 变 化 ， 既 往 影 响 儿 童 健 康 最 严 重 的 感 染 性 疾 病 和 营 养 性 疾 病 已 经 明 显 下 降 ， 而 先 天 性 畸 形 、 恶 性 肿 瘤 、 意 外 损 伤 、 慢 性 疾 病 、 心 理 行 为 性 疾 病 和 环 境 因 素 有 关 的 疾 病 成 为 儿 童 健 康 新 的 威 胁 ， 多 数 疾 病 不 单 纯 是 生 物 因 素 的 作 用 ， 还 受 心 理 和 社 会 诸 因 素 的 制 约 ，	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O B M M M E O O O O O O O O B M M M E O B M M E O B M M E O B M M E O B M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis dis dis dis dis dis dis
目 前 应 用 α - 干 扰 素 治 疗 H B V - G N 取 得 明 显 效 果 ， 且 远 期 作 用 尤 佳 。	O O O O B M M M M M E B M M M M E O O O O O O O O O O O O O O O	pro O dis
从 2 0 世 纪 6 0 年 代 起 ， 出 现 了 大 量 关 于 膀 胱 输 尿 管 反 流 与 尿 路 感 染 和 肾 瘢 痕 之 间 关 系 的 研 究 ， 并 逐 步 认 识 到 膀 胱 输 尿 管 反 流 可 导 致 高 血 压 和 肾 衰 竭 。	O O O O O O O O O O O O O O O O O O B M M M M M E O B M M E O B M E O O O O O O O O O O O O O O B M M M M M E O O O B M E O B M E O	dis dis dis dis dis dis
如 果 半 乳 糖 血 症 不 治 疗 ， 将 会 出 现 持 续 性 肝 脏 损 害 、 白 内 障 和 严 重 的 智 能 发 育 迟 缓 。	O O B M M M E O O O O O O O O B M M M M M E O B M E O B M M M M M M M E O	dis sym sym sym
4 . 直 肠 肛 门 疾 病 一 般 先 有 腹 胀 ， 后 出 现 呕 吐 ， 肠 鸣 音 活 跃 ， 腹 部 平 片 显 示 肠 腔 扩 张 ， 多 个 液 平 。	O O B M M E O O O O O O B E O O O O B E O B M M M E O B E O O O O B M M E O O O O O O	bod sym sym sym bod sym
E E G 表 现 为 高 度 失 律 ， 各 导 联 见 到 不 规 则 、 杂 乱 、 不 对 称 、 高 波 幅 慢 波 、 棘 波 、 尖 波 及 多 棘 慢 波 。	B M E O O O B M M E O B M M M M M M M M M M M M M E O O O O O O O O O O O O O O O O O O	pro sym sym
1 9 9 2 年 ， 研 究 发 现 经 E c o R 1 酶 切 后 的 片 段 中 ， 用 特 异 性 探 针 （ p 1 3 E - 1 1 ） 可 检 测 到 一 个 比 正 常 人 群 短 的 D N A 片 段 。	O O O O O O O O O O O B M M M M E O O O O O O O O B M M M E O B M M M M M E O O O O O O O O O O O O O O B M E O O O	bod equ equ bod
现 有 的 研 究 表 明 ， I g A 肾 病 中 在 肾 小 球 内 沉 积 的 I g A 主 要 是 多 聚 的 λ - I g A 1 ， I g A 肾 病 患 者 的 血 清 I g A 1 、 多 聚 I g A 和 λ - I g A 1 水 平 均 可 见 增 高 。	O O O O O O O O B M M M E O O B M E O O O O B M E O O O O O O B M M M M E O B M M M E O O O B M M M M E O B M M M E O B M M M M E O O O O O O O O	dis bod bod bod dis bod bod bod
如 有 肛 提 肌 、 坐 骨 直 肠 肌 以 及 外 括 约 肌 异 常 ， 可 引 起 不 同 程 度 肛 门 失 禁 以 及 脱 肛 。	O O B M E O B M M M E O O B M M E O O O O O O O O O O B M M E O O B E O	bod bod bod dis dis
神 经 炎 主 要 表 现 为 周 围 性 瘫 痪 ， 早 期 表 现 为 四 肢 无 力 ， 其 后 症 状 加 重 ， 同 时 足 趾 的 背 屈 运 动 受 限 。	O O O O O O O O B M M M E O O O O O O B M M E O O O O O O O O O O B E M M M M M M E O	sym sym bod sym
目 前 ， 通 过 现 代 医 疗 技 术 即 使 患 者 在 脑 神 经 细 胞 的 综 合 功 能 完 全 丧 失 的 情 况 下 （ 脑 死 亡 ） ， 也 能 维 持 患 者 脑 外 器 官 （ 呼 吸 和 心 跳 ） 的 生 活 能 力 。	O O O O O O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O B M E O O O O O O O O B M M E O O O O O O O O O O O O O	bod sym bod
二 、 经 皮 球 囊 瓣 膜 成 形 术 经 皮 球 囊 瓣 膜 成 形 术 2 0 世 纪 8 0 年 代 起 应 用 于 临 床 ， 最 常 应 用 的 为 肺 动 脉 瓣 狭 窄 扩 张 术 （ P B P V ） 。	O O B M M M M M M M E B M M M M M M M E O O O O O O O O O O O O O O O O O O O O O B M M M M M M M E O B M M E O O	pro O pro pro pro
（ 2 ） H I V 治 疗 性 疫 苗 ： 用 重 组 H I V 包 膜 抗 原 g p 1 6 0 加 佐 剂 可 使 H I V 感 染 者 产 生 特 异 性 抗 体 和 细 胞 免 疫 。	O O O B M M M M M M E O O B M M M M M M M M M M M M E O O O O O B M M M E O O O B M M M E O B E O O O	dru mic dis bod bod
但 该 方 法 并 非 特 异 性 ， 当 腺 病 毒 等 感 染 时 亦 可 出 现 阳 性 ， 因 而 只 能 作 为 辅 助 诊 断 。	O O O O O O O O O O O B M E O O O O O O O O B E O O O O O O O O O O O O	mic sym
M R A 技 术 可 分 为 二 维 和 三 维 两 种 方 式 ， 二 维 M R A 对 慢 血 流 （ 如 静 脉 ） 的 病 变 检 查 最 佳 ， 三 维 能 够 提 供 较 薄 的 层 厚 和 较 高 的 空 间 分 辨 率 ， 且 由 于 回 波 时 间 短 ， 可 减 少 造 成 对 狭 窄 过 度 估 计 的 伪 影 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	bod
颅 内 高 压 @ 对 高 度 怀 疑 脑 血 管 畸 形 的 患 儿 可 选 择 该 项 检 查 。	B M M E O O O O O O B M M M E O O O O O O O O O O O	dis dis
肝 豆 状 核 变 性 基 因 类 型 与 临 床 表 型 关 系 研 究 . 中 华 儿 科 杂 志 ， 2 0 0 3 ， 4 1 （ 1 ） ： 3 5 - 3 5 6 . L o u d i a n o s G ， G i t l i n J D . W i l s o n ’ s d i s e a s e . S e m i n L i v e r D i s ， 2 0 0 0 ， 2 0 （ 3 ） ： 3 5 3 - 3 5 3 7 . R i c h a r d s R J ，	B M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
③ 反 拗 性 危 象 ： 对 胆 碱 酯 酶 抑 制 剂 暂 时 失 效 ， 加 大 药 量 无 济 于 事 。	O B M M M E O O B M M M M M E O O O O O O O O O O O O O O	dis dru
常 染 色 体 不 完 全 显 性 遗 传 可 能 与 长 段 型 神 经 节 细 胞 缺 乏 症 有 关 ， 而 常 染 色 体 隐 性 或 多 基 因 遗 传 则 是 短 段 型 H D 的 遗 传 方 式 。	O O O O O O O O O O O O O O B M M M M M M M M M E O O O O O O O O O O O O O O O O O O O O O B E O O O O O O	dis dis
急 性 中 毒 是 儿 科 的 常 见 急 症 之 一 ， 儿 童 以 食 入 中 毒 最 多 见 ， 年 龄 多 见 于 1 ～ 5 岁 。	B M M E O B E O O O O O O O O O O O B M M E O O O O O O O O O O O O O O	dis dep dis
自 身 抗 原 有 谷 氨 酸 脱 羧 酶 （ G A D ） 、 胰 岛 素 、 胰 岛 抗 原 及 胰 岛 细 胞 抗 原 ， 产 生 相 应 的 自 身 抗 体 如 G A D 抗 体 、 胰 岛 细 胞 抗 体 （ I C A ） 和 胰 岛 素 自 身 抗 体 （ I A A ） 等 。	O O O O O B M M M M E O B M E O O B M E O B M M E O O O O O O O O O O O O O O O O O O B M M M E O B M M M M E O B M E O O B M M M M M E O B M E O O O	bod bod bod bod bod bod bod bod bod
（ 六 ） 促 红 细 胞 生 成 素 肪 代 谢 障 碍 C R F 时 肾 脏 清 除 胰 岛 素 能 力 减 退 ， 血 中 胰 岛 素 升 高 。	O O O B M M M M M E O O O O O B M E O B M M M M M M M M M M M M M M M M M E O	bod dis sym
A M L 各 型 中 组 织 化 学 染 色 特 征 （ 表 1 1 - 8 ） 。	B M E O O O O O O O O O O O O O O O O O O O	dis
其 作 用 为 细 胞 保 护 ， 增 强 胃 肠 黏 膜 防 御 能 力 ， 抑 制 胃 酸 及 胃 蛋 白 酶 原 的 分 泌 。	O O O O O O O O O O O B M M E O O O O O O O B E O B M M M E O O O O	bod bod bod
【 鉴 别 诊 断 】 需 要 鉴 别 的 疾 病 有 细 菌 性 痢 疾 、 细 菌 性 肝 脓 肿 及 胆 道 蛔 虫 症 等 。	O O O O O O O O O O O O O O B M M M E O B M M M M E O B M M M E O O	dis dis dis
（ 四 ） 胸 腺 切 除 胸 腺 切 除 仍 然 是 M G 的 基 本 疗 法 。	O O O B M M E B M M E O O O B E O O O O O O	pro O pro dis
静 脉 尿 路 造 影 可 很 好 地 显 示 肾 脏 形 态 ， 通 过 所 显 示 的 肾 轮 廓 ， 可 计 算 肾 实 质 的 厚 度 和 肾 的 生 长 情 况 ， 但 后 一 方 面 ， 超 声 更 加 简 单 易 行 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O	pro
魏 克 伦 ， 孙 梅 ， 刘 春 峰 （ 主 译 ） . 儿 科 临 床 手 册 （ H a n d b o o k o f P e d i a t r i c s ） . 北 京 ： 人 民 卫 生 出 版 社 ， 2 0 0 1 1 1 . T o n i a S a b o - G r a h a m ， A l a n R . M a n a g e m e n t o f S t a t u s E p i l e p t i c u s i n C h i l d r e n .	O O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dep
典 型 S S P E 每 一 病 期 可 持 续 几 个 月 。	O O B M M E O O O O O O O O O O O	dis
患 儿 在 6 ～ 8 个 月 时 生 长 发 育 正 常 ， 多 数 病 例 表 现 以 近 端 为 主 的 严 重 肌 无 力 下 肢 重 于 上 肢 多 发 性 微 小 肌 阵 挛 呼 吸 肌 以 及 吞 咽 肌 不 受 累 括 约 肌 功 能 正 常 S M A - Ⅲ 型 也 称 为 W o h l f a r t - K u g e l b e r g - W e l a n d e r 综 合 征 或 轻 度 S M A ， 是 S M A 中 表 现 最 轻 的 一 类 。	O O O O O O O O O O O O O O O O O O O O O O B M M M M M B M M M E B E M M B E B M M B M E M E B M E M M B M E M M E B M E M M M E B M M M M E O O O B M M M M M M M M M M M M M M M M M M M M M M M M M M M M E O B M M M E O O B M E O O O O O O O O O	sym O O O O O O O O O O dis O O O O O O O O O O bod sym O O O O O O O O bod O O O O O O O O O sym O O O O O O bod O O O O O O O bod O sym O O O bod O O O O bod sym O dis dis dis dis
多 数 患 儿 先 有 上 呼 吸 道 感 染 症 状 ， 伴 发 热 、 食 欲 缺 乏 。	O O O O O O B M M M M E O O O O B E O B M M E O	sym sym sym
带 菌 妇 女 所 分 娩 的 婴 儿 约 有 1 % ～ 2 % 发 生 早 发 G B S 感 染 。	O O O O O O O O O O O O O O O O O O O O O B M M M E O	dis
该 基 因 缺 陷 可 致 患 者 淋 巴 管 发 育 不 全 、 淋 巴 阻 塞 和 继 发 性 淋 巴 水 肿 。	O O O O O O O O O B M M M M M E O B M M E O B M M M M M E O	dis dis dis
因 血 管 痣 的 部 位 与 三 叉 神 经 的 部 位 相 似 ， 以 往 将 本 病 称 为 脑 三 叉 神 经 血 管 瘤 病 ， 实 际 上 与 三 叉 神 经 无 关 。	O B M E O O O O B M M E O O O O O O O O O O O O O B M M M M M M M E O O O O O B M M E O O O	bod bod dis bod
但 当 体 温 ＜ 3 5 ℃ 、 血 压 ＜ 5 0 m m H g 、 用 血 管 收 缩 药 或 血 液 中 存 在 正 铁 血 红 蛋 白 和 亚 甲 蓝 等 情 况 下 ， 可 影 响 S a O < s u b > 2 < / s u b > 准 确 性 。	O O B E O O O O O B E O O O O O O O O O B M M M E O B E O O O B M M M M E O B M E O O O O O O O O B M E O O O O O O O O O O O O O O O O	ite ite dru bod bod bod ite
（ 5 ） 大 剂 量 丙 种 球 蛋 白 。	O O O O O O B M M M E O	dru
其 基 底 部 可 为 细 的 带 状 或 为 广 阔 基 底 。	B M M M M M M M M M M M M M M E O	sym
如 果 肠 旋 转 不 良 患 儿 未 发 生 肠 扭 转 ， 上 消 化 道 造 影 对 确 定 十 二 指 肠 空 肠 连 接 部 （ 屈 氏 韧 带 ） 位 置 具 有 十 分 重 要 的 作 用 。	O O B M M M E O O O O O B M E O B M M M M E O O O B M M M M M M M E O O O B E O O O O O O O O O O O O O	dis dis pro bod bod
和 β 4 < / s u b > （ H b H ） ， 同 时 胚 胎 早 期 ζ 链 合 成 代 偿 性 增 加 并 持 续 至 整 个 胎 儿 期 ， 并 与 α 链 组 成 H b P o r t l a n d 。	O B M M M M M M E O B M E O O O O O O O O B E O O O O O O O O O O O O O O O O O O O B E O O B M M M M M M M M E O	bod bod bod bod bod
2 . 常 用 染 色 法 有 单 染 色 法 、 复 染 色 法 、 特 殊 染 色 法 、 负 染 色 法 和 荧 光 染 色 法 等 。	O O O O O O O O B M M E O B M M E O B M M M E O B M M E O B M M M E O O	ite ite ite ite ite
4 . 抗 核 抗 体 谱 包 括 抗 D N A 抗 体 、 抗 组 蛋 白 抗 体 、 抗 D N A 组 蛋 白 复 合 物 抗 体 以 及 抗 非 组 蛋 白 4 种 大 类 的 自 身 抗 体 。	O O B M M E O O O B M M M M E O B M M M M E O B M M M M M M M M M M E O O B M M M E O O O O O B M M E O	bod bod bod bod bod bod
前 者 为 血 小 板 的 致 密 颗 粒 、 α 或 δ 分 别 或 者 联 合 缺 乏 电 镜 ； 后 者 为 血 小 板 内 容 物 正 常 ， 但 释 放 障 碍 ， 包 括 花 生 四 烯 酸 释 放 缺 陷 、 环 氧 化 酶 缺 乏 症 ， 血 栓 素 A 2 < / s u b > 合 成 酶 缺 乏 症 等 。	O O O B M E M M M M M M M M M M M M M M M M E B E O O O O B M E O O O O O O O O O O O O O O B M M M M M M M E O B M M M M M E O B M M M M M M M M M M M M M M M E O O	bod sym O equ bod sym dis dis
但 近 年 来 的 研 究 越 来 越 多 地 表 明 ， 单 纯 依 赖 肿 瘤 组 织 对 于 放 射 的 敏 感 反 应 尚 不 能 达 到 满 意 的 疗 效 ， 很 多 病 例 ， 经 过 化 疗 后 ， 应 及 时 采 取 手 术 肿 瘤 切 除 的 方 法 ， 患 者 长 期 生 存 率 的 提 高 比 单 纯 接 受 放 射 治 疗 要 好 。	O O O O O O O O O O O O O O O O O O O B M M E O O B E O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O B M M M M E O O O O O O O O O O O O O O O O O O O B E O O O O O	bod pro pro pro pro
但 有 文 献 报 道 ， 丙 酮 酸 脱 羧 酶 缺 少 的 婴 儿 ， 接 受 大 剂 量 维 生 素 B < s u b > 1 < / s u b > 治 疗 后 好 转 。	O O O O O O O B M M M M M M E O O O O O O O O O B M M M M M M M M M M M M M M E O O O O O O	dis dru
两 肺 听 诊 可 闻 及 干 湿 性 啰 音 ， 胸 部 X 线 片 两 肺 有 斑 片 状 模 糊 阴 影 ， 尤 以 双 下 肺 明 显 ， 严 重 病 例 可 合 并 胸 腔 积 液 或 脓 胸 。	B S M M M M M M M M M E O B M M E O B S M M M M M M M E O O O B M E O O O O O O O O O O B E M E O B E O	O sym bod O pro O sym bod O bod bod sym sym
第 三 节 新 生 儿 缺 氧 缺 血 性 脑 病 新 生 儿 缺 氧 缺 血 脑 病 （ h y p o x i c - i s c h e m i c e n c e p h a l o p a t h y ， H I E ） 是 围 生 期 缺 氧 缺 血 所 致 的 脑 损 伤 ， 是 导 致 新 生 儿 死 亡 和 发 生 后 遗 症 的 重 要 原 因 之 一 。	O O O B M M M M M M M M E B M M M M M M M E O B M M M M M M M M M M M M M M M M M M M M M M M M M M M M E O B M E O O O O O B M M E O O O B M E O O O O O O O B E O O O O O O O O O O O O O O	dis O dis dis dis sym dis sym
缺 乏 因 子 Ⅷ 或 因 子 Ⅸ 时 ， 凝 血 活 酶 生 成 减 少 ， 纤 维 蛋 白 凝 块 形 成 延 迟 ， 凝 血 时 间 延 长 ， 引 起 出 血 症 状 。	O O B M E O B M E O O B M M E O O O O O B M M E O O O O O O O O O O O O O O O O B M M E O	bod bod bod bod sym
感 染 性 疾 病 有 其 特 异 的 病 原 微 生 物 ， 因 此 病 原 学 诊 断 尤 为 重 要 ， 是 确 诊 的 主 要 依 据 。	B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
由 于 6 7 < / s u p > 镓 对 淋 巴 组 织 亲 和 力 高 ， 可 作 6 7 < / s u p > 镓 扫 描 作 为 补 充 检 查 确 定 肿 瘤 浸 润 范 围 。	O O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	bod
脊 髓 下 端 在 胎 儿 时 位 于 第 2 腰 椎 下 缘 ， 4 岁 时 上 移 至 第 1 腰 椎 。	B M M E O O O O O O B M M M M E O O O O O O O B M M E O	bod bod bod
对 于 不 能 根 治 的 先 天 性 缺 陷 ， 只 能 采 用 补 充 或 替 代 疗 法 。	O O O O O O O B M M M E O O O O O O O O O O O O O	dis
又 可 通 过 多 普 勒 超 声 检 查 探 查 双 肾 动 脉 直 径 、 血 流 量 及 流 速 ， 了 解 有 无 肾 动 脉 主 干 狭 窄 ， 为 一 种 快 速 、 无 创 、 重 复 性 好 的 筛 选 检 查 。	O O O O B M M M M M M M E B M M M M E O B M E O B E O O O O O B M M M E M E O O O O O O O O O O O O O O O O O O O O	pro O ite ite ite bod sym
多 主 张 应 用 鼻 塞 C P A P ， 但 因 易 吞 入 空 气 导 致 腹 胀 ， 使 用 时 应 放 置 胃 管 以 排 气 ； 经 气 管 插 管 作 C P A P ， 可 增 加 气 道 阻 力 和 呼 吸 功 ， 只 是 在 应 用 或 撤 离 呼 吸 机 前 的 短 时 间 内 应 用 。	O O O O O B M M M M E O O O O O O O O O O B E O O O O O O O B E O O O O O B M M E O B M M E O O O O B E O O O O O O O O O O O O O O O B M E O O O O O O O O O	pro sym equ pro pro bod equ
轻 者 可 输 库 存 血 浆 以 补 充 凝 血 因 子 。	O O O O O O B E O O O O O O O O	bod
神 经 毒 素 早 期 主 要 表 现 局 部 症 状 轻 微 ， 不 易 引 起 重 视 ， 以 后 发 展 头 晕 、 嗜 睡 、 无 力 、 吞 咽 困 难 、 声 音 嘶 哑 、 肌 肉 麻 痹 、 四 肢 瘫 痪 、 呼 吸 麻 痹 、 昏 迷 和 死 亡 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O B E O B E O B M M E O B M M E O B E M E O B E M E O B E M E O B E O B E O	sym sym sym sym sym bod sym bod sym ite sym sym sym
皮 下 及 肠 道 小 血 管 壁 也 常 见 I g A 沉 积 。	B M M M M M M M E M M M M M M M E O	bod sym
输 血 时 点 滴 速 度 要 缓 慢 。	B E O O O O O O O O O	pro
气 道 分 泌 物 呈 脓 性 ， 周 围 血 白 细 胞 计 数 明 显 升 高 ， 出 现 杆 状 核 细 胞 。	B M M M E M M E O B M M M M M M E M M M E O O O B M M M E O	bod sym ite sym bod
血 培 养 阳 性 率 较 低 （ 约 1 0 % ） ， 但 如 阳 性 则 对 诊 断 有 特 异 性 意 义 。	B M M M M M M E O O O O O O O O O O O O O O O O O O O O O O	sym
如 在 宫 内 时 狭 窄 已 严 重 ， 可 发 生 左 室 血 液 转 移 ， 因 而 可 出 现 左 心 室 及 升 主 动 脉 发 育 不 良 。	O O O O O O O O O O O O O O B M M E O O O O O O O O B M M M M M M M M M M E O	bod dis
据 报 告 尼 日 利 亚 的 伊 巴 丹 ， 儿 童 肿 瘤 年 发 病 率 最 高 为 1 5 5 . 6 / 百 万 ， 斐 济 的 印 第 安 人 发 病 率 仅 为 3 9 . 7 / 百 万 。	O O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
【 预 后 】 成 人 I g A 肾 病 1 0 年 后 约 1 5 % 进 展 到 终 末 肾 功 衰 竭 ， 2 0 年 后 升 至 2 5 % ～ 3 0 % 。	O O O O O O B M M M E O O O O O O O O O O O B M M M M E O O O O O O O O O O O O O O O	dis dis
阻 滞 部 位 可 在 房 室 结 、 房 室 束 或 其 分 支 以 下 。	O O O O O O B M E O B M E O O O O O O O	bod bod
囊 性 肿 瘤 的 预 后 比 实 质 肿 瘤 或 囊 性 、 实 质 性 混 合 肿 瘤 好 ， 肿 瘤 完 整 切 除 比 部 分 切 除 预 后 好 ， 部 分 切 除 的 肿 瘤 若 辅 以 放 疗 ， 仍 能 获 得 较 长 的 生 存 期 。	B M M E O O O O B M M E O B M M M M M M M M E O O B E O O O O O O O O O O O O O O O O O O B E O O O B E O O O O O O O O O O O O	dis dis dis dis dis pro
3 % ， 慢 性 肾 盂 肾 炎 2 0 . 8 % ， 遗 传 性 肾 病 8 . 0 % ， 血 管 性 肾 病 4 . 5 % ， 多 囊 肾 3 . 0 % ， 药 物 引 起 性 肾 病 2 . 4 % ， 先 天 性 肾 发 育 不 全 1 . 6 % ， 其 他 （ 包 括 胱 氨 酸 沉 积 症 、 草 酸 盐 沉 积 症 、 A l p o r t 综 合 征 和 溶 血 尿 毒 综 合 征 ） 7 . 4 % 。	O O O B M M M M E O O O O O O B M M M E O O O O O B M M M E O O O O O B M E O O O O O B M M M M M E O O O O O B M M M M M M E O O O O O O O O O O B M M M M E O B M M M M E O B M M M M M M M E O B M M M M M E O O O O O O	dis dis dis dis dis dis dis dis dis dis
黄 尿 酸 能 可 靠 地 反 映 维 生 素 B < s u b > 6 < s u b > 的 营 养 状 况 ， 给 予 色 氨 酸 负 荷 剂 量 （ 色 氨 酸 5 0 ～ 1 0 0 m g k g ， 配 成 溶 液 ， 总 量 ＜ 2 g ） ， 通 过 测 定 色 氨 降 解 产 物 来 评 价 维 生 素 B < s u b > 6 < s u b > 的 营 养 状 况 ，	B M E O O O O O O B M M M M M M M M E O O O O O O O O O O O O O B M E O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M M M M E O O O O O O O O O O O	dru dru dru dru dru
（ 二 ） 感 染 因 素 1 . 肠 道 感 染 主 要 由 细 菌 和 病 毒 引 起 。	O O O O O O O O O B M M E O O O B E O B E O O O	dis mic mic
3 ） D a n d y - W a l k e r 畸 形 ： 由 于 第 四 脑 室 正 中 孔 及 侧 孔 先 天 性 闭 塞 而 引 起 脑 积 水 。	O O B M M M M M M M M M M M M E O O O O O O O O O O O O O O O O O O O O O B M E O	dis dis
当 人 、 畜 接 触 疫 水 时 ， 尾 蚴 很 快 （ 短 至 2 ～ 1 0 秒 钟 ） 从 皮 肤 或 黏 膜 钻 入 体 内 ， 脱 落 尾 部 变 为 童 虫 。	O O O O O O O O O O O O O O O O O O O O O O O O O B E O B E O O O O O O O O O O O O O O	bod bod
开 始 应 用 美 沙 酮 和 增 加 剂 量 时 均 需 特 别 谨 慎 ， 因 为 它 的 生 物 半 衰 期 特 别 长 注 意 ： 1 . 对 不 同 体 重 采 用 不 同 药 物 剂 量 计 算 方 法 ， ＜ 5 0 k g 儿 童 以 m g / k g 计 算 ， ＞ 5 0 k g 的 儿 童 给 予 “ 成 人 常 用 剂 量 ” 。	O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru
透 明 管 型 主 要 由 T a m m - H o r s f a l l 蛋 白 组 成 ， 还 有 少 量 白 蛋 白 及 氯 化 物 ， 正 常 时 无 ， 偶 尔 见 到 时 不 一 定 表 示 肾 实 质 受 损 ， 可 见 于 一 过 性 蛋 白 尿 疾 病 和 发 热 、 直 立 性 蛋 白 尿 以 及 尿 少 时 如 脱 水 或 有 效 血 容 量 下 降 或 伴 用 利 尿 剂 后 ，	O O B E O O O B M M M M M M M M M M M M M E O O O O O O O B M E O B M E O O O O O O O O O O O O O O O O B M M M E O O O O B M M M M M M E O B E O B M M M M E O O O O O O B E O O O O O O O O O O O B M E O O	ite bod bod bod dis dis dis dis dis dru
（ 三 ） 病 毒 基 因 检 查 用 R T - P C R 法 可 在 血 清 和 粪 便 中 检 测 H E V R N A 。	O O O B M M M M E O B M M M M M E O O B E O B E O O O B M M M M E O	pro pro bod bod ite
有 否 牛 奶 咖 啡 斑 、 皮 肤 脱 失 斑 或 面 部 血 管 瘤 ； 有 否 毛 发 或 头 部 畸 形 ； 并 观 察 患 儿 发 育 进 程 是 否 迟 缓 以 帮 助 明 确 病 因 。	O O B M M M E O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sym sym
﻿ 第 五 节 支 气 管 扩 张 症 支 气 管 扩 张 症 （ b r o n c h i e c t a s i s ） 以 亚 段 支 气 管 持 续 扩 张 为 特 征 ， 伴 支 气 管 壁 及 支 气 管 周 围 组 织 的 炎 症 性 破 坏 和 管 腔 内 渗 出 物 积 聚 。	O O O O B M M M M E B M M M M E O B M M M M M M M M M M M M E O O B M M M M M M M E O O O O O B M M E O B M M M M M E O O O O O O O B M M M M M M E O	dis O dis dis sym bod bod sym
（ 二 ） 乙 肝 高 效 免 疫 球 蛋 白 （ H B I G ） 高 危 新 生 儿 （ 母 亲 H B s A g 阳 性 ， 特 别 是 伴 H B e A g 阳 性 者 ） 生 后 1 2 小 时 内 肌 内 注 射 H B I G 2 0 0 U ； 单 次 急 性 接 触 H B V （ 如 输 血 制 品 、 意 外 污 染 针 头 刺 伤 等 ） 的 成 人 或 儿 童 在 接 触 后 2 4 小 时 内 肌 内 注 射 H B I G 4 0 0 U ， 推 荐 使 用 2 剂 ，	O O O B M M M M M M M E O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M M M M M M E O O O O O O O B M E O O O O O O O O O O O B E B E O O O O O O O O O O O O O O O O O B M M M M M M M M M M E O O O O O O O O	dru dru pro mic equ O dis pro
3 . 肺 部 有 多 叶 病 变 或 X 线 胸 片 显 示 2 4 ～ 4 8 小 时 病 灶 面 积 进 展 ＞ 5 0 % 者 。	O O B E M M M M E O B M M E O O B M M M M M M M M M M M M M M M E O O	bod sym pro sym
语 言 应 用 也 出 现 问 题 ， 出 现 回 声 样 语 言 或 非 言 语 的 交 流 ， 几 乎 没 有 眼 神 交 流 ， 面 部 表 情 和 姿 势 也 很 有 限 。	O O O O O O O O O O B M M M M M M M M M M M M E O B M M M M M M E O B M M M M M M M M M E O	sym sym sym
四 、 肾 活 检 适 应 证 凡 肾 脏 有 弥 漫 性 病 变 ， 其 病 因 、 治 疗 和 预 后 等 问 题 尚 未 解 决 或 不 甚 明 确 ， 又 无 禁 忌 证 者 ， 均 为 肾 活 检 的 适 应 证 。	O O B M E O O O O B E O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O O O	pro bod dis pro
4 . 阿 片 类 药 物 的 副 作 用 及 处 理 所 有 阿 片 类 药 物 引 起 相 似 的 副 作 用 ， 给 患 儿 阿 片 类 药 物 时 应 预 见 到 这 些 问 题 并 给 予 治 疗 。	O O B M M M E O O O O O O O O O B M M M E O O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O	dru dru dru
